ID, Splay Tree Integer Sequence, AVL Tree Integer Sequence, Binary Tree Integer Sequence, Splay Tree Random Sequence, AVL Tree Random Sequence, Binary Tree Random Sequence, Splay Tree Duplicate Integer Sequence, AVL Tree Duplicate Integer Sequence, Binary Tree Duplicate Integer Sequence, Splay Tree Prime Integer Sequence, AVL Tree Prime Integer Sequence, Binary Tree Integer Sequence
340, 17, 9, 13, 22, 12, 21, 12, 7, 7, 10, 12, 13, 
341, 7, 12, 12, 21, 14, 14, 1, 7, 7, 14, 11, 16, 
342, 16, 9, 11, 17, 10, 12, 5, 7, 7, 12, 8, 11, 
343, 8, 13, 10, 24, 14, 14, 2, 7, 7, 10, 10, 13, 
344, 15, 12, 10, 18, 12, 15, 1, 7, 7, 10, 12, 18, 
345, 19, 12, 9, 12, 10, 11, 19, 4, 9, 14, 12, 12, 
346, 12, 7, 8, 19, 13, 16, 2, 4, 9, 21, 12, 16, 
347, 8, 7, 14, 9, 13, 15, 3, 4, 9, 14, 9, 16, 
348, 20, 6, 7, 15, 12, 10, 2, 4, 9, 11, 12, 9, 
349, 10, 9, 10, 12, 10, 15, 1, 4, 9, 12, 10, 12, 
350, 21, 9, 13, 11, 14, 22, 11, 7, 6, 17, 13, 9, 
351, 19, 12, 12, 14, 11, 9, 4, 7, 6, 11, 12, 9, 
352, 13, 6, 12, 21, 11, 16, 2, 7, 6, 13, 13, 14, 
353, 15, 10, 8, 16, 10, 12, 4, 7, 6, 13, 11, 16, 
354, 9, 13, 9, 15, 8, 18, 3, 7, 6, 12, 11, 12, 
355, 19, 9, 7, 8, 13, 20, 10, 6, 8, 19, 11, 21, 
356, 6, 9, 13, 24, 13, 14, 1, 6, 8, 22, 12, 17, 
357, 10, 8, 12, 18, 11, 12, 3, 6, 8, 15, 10, 10, 
358, 14, 9, 7, 16, 12, 13, 3, 6, 8, 10, 11, 11, 
359, 9, 5, 8, 15, 11, 14, 3, 6, 8, 16, 9, 10, 
360, 17, 12, 12, 14, 14, 16, 12, 6, 7, 20, 11, 15, 
361, 10, 7, 11, 12, 7, 11, 4, 6, 7, 15, 13, 16, 
362, 16, 12, 10, 18, 13, 12, 1, 6, 7, 15, 10, 19, 
363, 11, 8, 12, 25, 11, 15, 1, 6, 7, 20, 11, 15, 
364, 9, 10, 7, 14, 12, 16, 1, 6, 7, 18, 9, 16, 
365, 8, 11, 8, 16, 13, 14, 15, 8, 9, 23, 7, 16, 
366, 13, 10, 11, 16, 13, 17, 1, 8, 9, 19, 13, 12, 
367, 10, 9, 10, 10, 13, 20, 1, 8, 9, 14, 11, 12, 
368, 16, 6, 9, 17, 12, 14, 3, 8, 9, 13, 10, 7, 
369, 11, 7, 13, 17, 12, 14, 3, 8, 9, 13, 11, 16, 
370, 15, 5, 9, 18, 14, 13, 7, 3, 6, 15, 10, 9, 
371, 13, 8, 10, 17, 13, 14, 2, 3, 6, 12, 12, 12, 
372, 15, 8, 8, 19, 12, 22, 3, 3, 6, 20, 14, 18, 
373, 11, 7, 17, 16, 11, 14, 2, 3, 6, 12, 12, 11, 
374, 16, 12, 13, 22, 12, 12, 3, 3, 6, 24, 10, 10, 
375, 9, 10, 9, 17, 11, 14, 17, 7, 8, 17, 12, 16, 
376, 9, 10, 9, 17, 12, 20, 2, 7, 8, 16, 13, 19, 
377, 11, 11, 11, 16, 13, 13, 1, 7, 8, 15, 11, 11, 
378, 12, 11, 10, 14, 12, 16, 2, 7, 8, 12, 13, 15, 
379, 23, 12, 12, 13, 13, 12, 4, 7, 8, 11, 11, 11, 
380, 15, 8, 13, 14, 14, 21, 12, 9, 7, 16, 11, 12, 
381, 15, 10, 9, 12, 11, 16, 3, 9, 7, 13, 12, 10, 
382, 20, 10, 8, 17, 12, 12, 3, 9, 7, 14, 11, 17, 
383, 17, 13, 11, 17, 12, 12, 4, 9, 7, 20, 11, 21, 
384, 11, 10, 9, 24, 13, 15, 4, 9, 7, 13, 10, 14, 
385, 14, 12, 10, 15, 11, 15, 18, 7, 5, 15, 12, 14, 
386, 17, 9, 6, 12, 11, 12, 3, 7, 5, 12, 11, 13, 
387, 9, 9, 8, 13, 12, 10, 2, 7, 5, 16, 12, 17, 
388, 17, 7, 7, 18, 13, 19, 2, 7, 5, 15, 10, 10, 
389, 14, 10, 11, 14, 12, 11, 1, 7, 5, 16, 8, 16, 
390, 16, 10, 10, 14, 11, 12, 16, 9, 6, 18, 9, 11, 
391, 14, 10, 13, 20, 13, 21, 1, 9, 6, 20, 12, 12, 
392, 12, 12, 12, 29, 11, 16, 2, 9, 6, 17, 11, 9, 
393, 10, 9, 10, 20, 13, 14, 1, 9, 6, 22, 11, 18, 
394, 13, 11, 9, 13, 10, 17, 3, 9, 6, 13, 8, 19, 
395, 18, 10, 13, 21, 15, 21, 12, 11, 9, 13, 11, 8, 
396, 7, 7, 13, 14, 13, 18, 3, 11, 9, 11, 12, 14, 
397, 12, 11, 10, 16, 11, 12, 3, 11, 9, 10, 9, 13, 
398, 11, 8, 13, 10, 12, 12, 1, 11, 9, 11, 11, 13, 
399, 5, 14, 14, 19, 14, 12, 4, 11, 9, 8, 10, 17, 
400, 18, 12, 8, 16, 14, 21, 14, 12, 7, 16, 5, 12, 
401, 11, 12, 12, 16, 12, 11, 2, 12, 7, 8, 5, 7, 
402, 9, 11, 13, 14, 12, 11, 3, 12, 7, 11, 9, 12, 
403, 13, 9, 10, 9, 13, 13, 3, 12, 7, 19, 12, 14, 
404, 17, 10, 12, 12, 13, 17, 2, 12, 7, 22, 11, 17, 
405, 14, 12, 11, 13, 11, 15, 10, 11, 10, 19, 10, 11, 
406, 16, 8, 13, 11, 10, 13, 2, 11, 10, 17, 13, 9, 
407, 10, 7, 12, 17, 11, 17, 1, 11, 10, 15, 10, 10, 
408, 14, 9, 10, 11, 10, 10, 4, 11, 10, 20, 12, 16, 
409, 10, 13, 15, 21, 12, 10, 2, 11, 10, 15, 10, 11, 
410, 17, 14, 13, 17, 13, 20, 17, 7, 7, 16, 10, 13, 
411, 9, 8, 12, 13, 11, 13, 3, 7, 7, 13, 12, 10, 
412, 17, 9, 18, 4, 9, 10, 4, 7, 7, 13, 10, 14, 
413, 21, 11, 8, 18, 14, 17, 2, 7, 7, 14, 10, 11, 
414, 14, 13, 10, 20, 12, 15, 2, 7, 7, 15, 12, 17, 
415, 13, 7, 9, 17, 12, 14, 15, 6, 8, 12, 13, 12, 
416, 11, 12, 15, 15, 11, 17, 2, 6, 8, 14, 12, 11, 
417, 18, 11, 8, 19, 13, 17, 2, 6, 8, 11, 10, 12, 
418, 13, 7, 10, 25, 12, 16, 2, 6, 8, 13, 11, 16, 
419, 12, 11, 13, 11, 12, 14, 4, 6, 8, 14, 12, 16, 
420, 13, 10, 8, 16, 13, 11, 10, 11, 7, 16, 11, 13, 
421, 6, 7, 11, 15, 10, 12, 4, 11, 7, 18, 13, 18, 
422, 9, 12, 11, 19, 13, 15, 2, 11, 7, 19, 12, 18, 
423, 10, 9, 9, 16, 12, 22, 3, 11, 7, 18, 10, 13, 
424, 19, 12, 11, 20, 14, 18, 1, 11, 7, 20, 12, 19, 
425, 18, 8, 10, 11, 13, 17, 15, 12, 5, 17, 12, 14, 
426, 11, 6, 10, 22, 11, 17, 2, 12, 5, 14, 10, 12, 
427, 17, 5, 9, 15, 13, 9, 2, 12, 5, 13, 13, 18, 
428, 21, 13, 11, 10, 13, 15, 3, 12, 5, 9, 12, 14, 
429, 15, 6, 11, 12, 12, 17, 3, 12, 5, 12, 10, 13, 
430, 12, 8, 15, 22, 11, 16, 10, 9, 6, 14, 10, 15, 
431, 9, 8, 6, 27, 9, 13, 2, 9, 6, 14, 11, 16, 
432, 18, 8, 7, 12, 12, 10, 4, 9, 6, 14, 12, 11, 
433, 11, 7, 7, 22, 12, 15, 2, 9, 6, 17, 9, 14, 
434, 19, 6, 13, 7, 6, 11, 3, 9, 6, 20, 13, 15, 
435, 15, 11, 12, 24, 13, 16, 11, 9, 8, 22, 11, 9, 
436, 11, 9, 13, 16, 13, 17, 3, 9, 8, 18, 9, 15, 
437, 12, 8, 11, 12, 7, 4, 2, 9, 8, 12, 10, 15, 
438, 15, 5, 12, 13, 13, 17, 4, 9, 8, 16, 12, 17, 
439, 12, 13, 13, 17, 11, 12, 2, 9, 8, 9, 12, 10, 
440, 20, 9, 10, 19, 12, 19, 16, 8, 8, 20, 13, 12, 
441, 14, 9, 10, 21, 13, 17, 3, 8, 8, 13, 11, 16, 
442, 18, 11, 10, 19, 11, 20, 3, 8, 8, 15, 11, 17, 
443, 10, 12, 13, 21, 8, 13, 1, 8, 8, 16, 12, 13, 
444, 21, 13, 14, 20, 13, 22, 2, 8, 8, 12, 11, 12, 
445, 18, 7, 13, 26, 14, 13, 7, 8, 9, 14, 13, 10, 
446, 18, 8, 10, 18, 14, 14, 1, 8, 9, 16, 12, 10, 
447, 10, 12, 9, 17, 10, 18, 4, 8, 9, 14, 11, 13, 
448, 16, 10, 11, 14, 11, 8, 4, 8, 9, 22, 12, 17, 
449, 11, 9, 9, 17, 11, 15, 2, 8, 9, 16, 11, 17, 
450, 8, 7, 6, 23, 12, 16, 15, 14, 8, 13, 10, 14, 
451, 13, 12, 8, 14, 13, 20, 5, 14, 8, 21, 12, 19, 
452, 17, 10, 13, 16, 12, 15, 3, 14, 8, 11, 7, 11, 
453, 12, 11, 9, 22, 10, 16, 4, 14, 8, 15, 13, 14, 
454, 15, 13, 4, 16, 11, 21, 3, 14, 8, 10, 12, 8, 
455, 15, 12, 15, 18, 11, 13, 18, 9, 8, 21, 9, 17, 
456, 7, 6, 14, 21, 10, 11, 2, 9, 8, 12, 13, 12, 
457, 13, 11, 12, 20, 12, 17, 1, 9, 8, 13, 10, 9, 
458, 12, 10, 14, 14, 9, 11, 1, 9, 8, 20, 12, 18, 
459, 14, 11, 11, 18, 12, 14, 3, 9, 8, 23, 12, 18, 
460, 18, 10, 12, 9, 10, 9, 10, 6, 8, 17, 12, 15, 
461, 12, 7, 13, 21, 10, 12, 4, 6, 8, 14, 12, 17, 
462, 15, 8, 12, 16, 10, 19, 4, 6, 8, 19, 10, 18, 
463, 12, 9, 8, 15, 11, 14, 1, 6, 8, 16, 10, 14, 
464, 8, 9, 15, 19, 13, 14, 2, 6, 8, 15, 11, 12, 
465, 21, 9, 7, 17, 14, 15, 11, 5, 10, 16, 7, 9, 
466, 13, 10, 10, 17, 14, 14, 3, 5, 10, 20, 9, 15, 
467, 13, 10, 8, 12, 11, 20, 4, 5, 10, 10, 9, 13, 
468, 13, 11, 8, 19, 12, 15, 2, 5, 10, 17, 11, 21, 
469, 11, 12, 11, 25, 12, 9, 2, 5, 10, 21, 11, 18, 
470, 14, 12, 8, 7, 13, 10, 19, 7, 9, 23, 12, 16, 
471, 8, 8, 10, 17, 10, 14, 3, 7, 9, 21, 10, 18, 
472, 13, 8, 10, 14, 11, 13, 4, 7, 9, 14, 10, 17, 
473, 20, 7, 11, 17, 12, 10, 3, 7, 9, 14, 13, 14, 
474, 9, 9, 14, 16, 13, 21, 3, 7, 9, 23, 11, 13, 
475, 10, 12, 15, 17, 13, 12, 22, 6, 10, 18, 13, 12, 
476, 11, 12, 16, 19, 11, 16, 4, 6, 10, 10, 9, 25, 
477, 12, 8, 7, 16, 9, 11, 4, 6, 10, 12, 11, 24, 
478, 6, 10, 8, 18, 13, 15, 3, 6, 10, 17, 8, 19, 
479, 15, 13, 7, 11, 12, 13, 2, 6, 10, 14, 11, 18, 
480, 15, 7, 12, 11, 10, 14, 15, 8, 8, 14, 12, 13, 
481, 13, 10, 12, 22, 12, 12, 3, 8, 8, 14, 10, 17, 
482, 19, 12, 10, 10, 10, 18, 4, 8, 8, 13, 12, 11, 
483, 13, 10, 12, 22, 13, 21, 3, 8, 8, 15, 9, 19, 
484, 9, 9, 13, 14, 11, 14, 2, 8, 8, 16, 13, 16, 
485, 13, 8, 14, 20, 13, 17, 12, 8, 9, 19, 10, 17, 
486, 13, 10, 8, 14, 13, 18, 2, 8, 9, 24, 11, 16, 
487, 16, 12, 14, 16, 13, 13, 3, 8, 9, 19, 10, 11, 
488, 15, 11, 6, 20, 11, 16, 1, 8, 9, 12, 11, 18, 
489, 15, 9, 14, 18, 13, 18, 5, 8, 9, 13, 10, 21, 
490, 17, 9, 9, 25, 12, 18, 7, 6, 7, 13, 12, 14, 
491, 12, 10, 13, 16, 11, 14, 5, 6, 7, 15, 11, 13, 
492, 12, 12, 13, 12, 13, 13, 1, 6, 7, 19, 11, 9, 
493, 18, 11, 12, 10, 12, 17, 2, 6, 7, 11, 13, 14, 
494, 14, 13, 16, 15, 12, 13, 2, 6, 7, 13, 10, 13, 
495, 20, 10, 10, 16, 12, 11, 14, 7, 10, 13, 12, 9, 
496, 12, 7, 9, 13, 9, 10, 2, 7, 10, 20, 10, 16, 
497, 16, 11, 11, 14, 13, 16, 4, 7, 10, 16, 9, 15, 
498, 12, 10, 8, 21, 12, 21, 3, 7, 10, 16, 10, 10, 
499, 13, 14, 14, 20, 12, 11, 3, 7, 10, 14, 10, 13, 
500, 12, 13, 10, 17, 11, 14, 6, 7, 9, 20, 12, 8, 
501, 15, 9, 14, 14, 12, 18, 2, 7, 9, 14, 11, 16, 
502, 14, 9, 8, 13, 13, 20, 4, 7, 9, 18, 12, 13, 
503, 9, 9, 8, 8, 11, 6, 2, 7, 9, 10, 13, 7, 
504, 16, 11, 12, 12, 10, 13, 3, 7, 9, 15, 12, 12, 
505, 17, 11, 8, 12, 12, 12, 13, 11, 11, 15, 13, 14, 
506, 14, 8, 10, 14, 11, 15, 3, 11, 11, 14, 8, 22, 
507, 19, 6, 8, 26, 11, 19, 2, 11, 11, 19, 13, 12, 
508, 9, 6, 11, 18, 11, 13, 1, 11, 11, 11, 12, 9, 
509, 24, 10, 14, 14, 13, 14, 2, 11, 11, 7, 13, 14, 
510, 24, 3, 16, 20, 13, 18, 18, 5, 7, 11, 10, 16, 
511, 15, 13, 9, 21, 8, 11, 2, 5, 7, 21, 12, 10, 
512, 18, 10, 10, 15, 11, 15, 1, 5, 7, 12, 9, 16, 
513, 15, 10, 9, 15, 14, 16, 3, 5, 7, 16, 13, 13, 
514, 9, 11, 13, 14, 12, 11, 4, 5, 7, 16, 13, 12, 
515, 16, 11, 15, 13, 10, 12, 14, 10, 8, 17, 11, 18, 
516, 10, 7, 9, 20, 12, 19, 3, 10, 8, 12, 11, 14, 
517, 15, 12, 10, 18, 12, 19, 1, 10, 8, 18, 12, 15, 
518, 10, 12, 9, 7, 9, 16, 2, 10, 8, 26, 11, 13, 
519, 12, 13, 13, 24, 13, 23, 2, 10, 8, 9, 10, 18, 
520, 24, 10, 11, 14, 11, 11, 10, 10, 7, 11, 12, 15, 
521, 16, 8, 10, 22, 12, 15, 3, 10, 7, 17, 13, 12, 
522, 16, 8, 14, 18, 12, 13, 1, 10, 7, 16, 12, 16, 
523, 14, 7, 11, 11, 13, 8, 5, 10, 7, 13, 10, 13, 
524, 16, 10, 13, 10, 13, 12, 3, 10, 7, 15, 10, 10, 
525, 10, 13, 15, 15, 13, 14, 19, 5, 11, 17, 12, 11, 
526, 12, 13, 16, 20, 13, 24, 1, 5, 11, 18, 10, 18, 
527, 21, 11, 15, 22, 12, 19, 5, 5, 11, 14, 12, 16, 
528, 18, 11, 12, 19, 8, 10, 3, 5, 11, 11, 10, 17, 
529, 11, 10, 14, 11, 11, 16, 2, 5, 11, 10, 9, 15, 
530, 28, 10, 10, 21, 12, 13, 11, 5, 12, 16, 9, 14, 
531, 8, 11, 10, 16, 12, 8, 4, 5, 12, 12, 11, 16, 
532, 15, 8, 9, 14, 11, 12, 2, 5, 12, 19, 12, 14, 
533, 11, 14, 9, 14, 11, 13, 2, 5, 12, 14, 12, 12, 
534, 16, 10, 8, 15, 10, 16, 2, 5, 12, 15, 10, 18, 
535, 15, 9, 9, 12, 14, 17, 16, 7, 6, 19, 11, 10, 
536, 13, 12, 7, 9, 13, 15, 2, 7, 6, 13, 13, 16, 
537, 14, 9, 12, 14, 12, 13, 3, 7, 6, 23, 10, 14, 
538, 15, 9, 6, 12, 14, 14, 5, 7, 6, 15, 11, 13, 
539, 18, 12, 10, 18, 9, 10, 1, 7, 6, 21, 10, 17, 
540, 13, 8, 10, 15, 9, 13, 10, 9, 6, 21, 9, 16, 
541, 17, 11, 7, 14, 11, 15, 4, 9, 6, 11, 9, 17, 
542, 10, 7, 10, 17, 13, 21, 1, 9, 6, 20, 10, 17, 
543, 15, 11, 15, 15, 9, 11, 4, 9, 6, 20, 13, 16, 
544, 12, 13, 11, 10, 12, 17, 3, 9, 6, 19, 11, 17, 
545, 10, 10, 13, 21, 13, 15, 13, 12, 5, 16, 10, 9, 
546, 8, 12, 9, 21, 12, 19, 3, 12, 5, 13, 13, 16, 
547, 14, 8, 16, 17, 13, 15, 2, 12, 5, 18, 12, 19, 
548, 11, 11, 14, 17, 8, 13, 4, 12, 5, 16, 11, 12, 
549, 10, 13, 14, 9, 10, 17, 2, 12, 5, 27, 9, 17, 
550, 11, 12, 10, 21, 11, 11, 12, 12, 8, 22, 11, 17, 
551, 12, 13, 11, 19, 11, 17, 3, 12, 8, 11, 13, 14, 
552, 15, 11, 15, 10, 14, 17, 2, 12, 8, 25, 12, 15, 
553, 24, 12, 10, 23, 11, 14, 2, 12, 8, 16, 12, 16, 
554, 11, 7, 13, 23, 12, 9, 2, 12, 8, 22, 14, 19, 
555, 18, 9, 11, 13, 14, 11, 12, 7, 8, 14, 12, 12, 
556, 14, 8, 14, 12, 13, 16, 3, 7, 8, 14, 11, 14, 
557, 14, 8, 14, 4, 10, 12, 3, 7, 8, 19, 11, 14, 
558, 11, 10, 8, 20, 11, 20, 2, 7, 8, 19, 11, 17, 
559, 6, 10, 9, 26, 11, 20, 1, 7, 8, 11, 11, 11, 
560, 13, 10, 9, 12, 12, 12, 15, 6, 8, 24, 12, 26, 
561, 15, 11, 14, 13, 7, 11, 3, 6, 8, 13, 10, 17, 
562, 20, 13, 13, 16, 13, 17, 1, 6, 8, 17, 12, 11, 
563, 14, 8, 10, 18, 14, 17, 1, 6, 8, 10, 10, 12, 
564, 21, 11, 14, 12, 11, 21, 2, 6, 8, 11, 12, 17, 
565, 11, 9, 8, 16, 8, 14, 9, 8, 6, 14, 11, 17, 
566, 12, 9, 15, 15, 11, 10, 2, 8, 6, 23, 10, 21, 
567, 8, 6, 10, 13, 14, 22, 3, 8, 6, 16, 12, 16, 
568, 15, 6, 12, 19, 9, 9, 2, 8, 6, 19, 13, 20, 
569, 13, 9, 6, 8, 12, 9, 5, 8, 6, 15, 10, 18, 
570, 12, 9, 8, 18, 11, 17, 18, 8, 4, 12, 12, 17, 
571, 18, 12, 11, 10, 7, 7, 1, 8, 4, 19, 10, 17, 
572, 13, 6, 8, 18, 13, 21, 2, 8, 4, 23, 12, 10, 
573, 17, 10, 17, 19, 7, 15, 2, 8, 4, 17, 11, 16, 
574, 10, 6, 9, 15, 13, 20, 1, 8, 4, 21, 12, 16, 
575, 8, 8, 10, 14, 12, 11, 13, 7, 11, 21, 13, 17, 
576, 11, 8, 11, 26, 14, 12, 3, 7, 11, 13, 12, 11, 
577, 24, 11, 9, 15, 14, 15, 2, 7, 11, 27, 11, 13, 
578, 17, 7, 16, 14, 14, 23, 1, 7, 11, 9, 11, 12, 
579, 15, 12, 15, 17, 12, 16, 4, 7, 11, 21, 10, 16, 
580, 14, 11, 11, 12, 11, 17, 9, 6, 7, 14, 13, 16, 
581, 13, 12, 13, 15, 9, 17, 3, 6, 7, 13, 12, 20, 
582, 9, 7, 12, 12, 13, 14, 4, 6, 7, 13, 13, 18, 
583, 22, 10, 8, 20, 11, 12, 1, 6, 7, 17, 12, 15, 
584, 14, 8, 10, 14, 12, 15, 1, 6, 7, 16, 14, 20, 
585, 14, 12, 11, 15, 12, 18, 16, 8, 9, 23, 13, 11, 
586, 14, 12, 13, 12, 14, 12, 2, 8, 9, 17, 11, 11, 
587, 20, 10, 13, 19, 10, 17, 3, 8, 9, 11, 13, 19, 
588, 14, 6, 11, 21, 12, 24, 1, 8, 9, 18, 12, 10, 
589, 19, 9, 11, 14, 9, 18, 2, 8, 9, 21, 10, 17, 
590, 15, 9, 7, 21, 12, 13, 10, 4, 9, 21, 11, 17, 
591, 19, 9, 11, 15, 13, 16, 2, 4, 9, 14, 11, 18, 
592, 10, 8, 12, 16, 14, 12, 3, 4, 9, 9, 10, 12, 
593, 15, 9, 14, 19, 13, 17, 2, 4, 9, 17, 11, 18, 
594, 11, 9, 9, 21, 12, 23, 3, 4, 9, 15, 10, 10, 
595, 11, 11, 12, 9, 12, 15, 11, 7, 11, 17, 12, 12, 
596, 12, 12, 6, 10, 13, 18, 3, 7, 11, 5, 9, 9, 
597, 10, 9, 11, 8, 13, 15, 3, 7, 11, 19, 12, 22, 
598, 17, 10, 8, 22, 12, 12, 3, 7, 11, 12, 12, 14, 
599, 18, 8, 12, 4, 9, 9, 3, 7, 11, 23, 13, 21, 
600, 10, 11, 9, 10, 10, 19, 18, 5, 11, 21, 10, 17, 
601, 11, 9, 13, 17, 11, 14, 2, 5, 11, 15, 13, 19, 
602, 10, 11, 7, 14, 11, 16, 1, 5, 11, 11, 10, 18, 
603, 19, 12, 10, 17, 11, 18, 2, 5, 11, 14, 11, 11, 
604, 16, 8, 13, 26, 12, 19, 4, 5, 11, 19, 13, 11, 
605, 17, 11, 11, 21, 12, 21, 8, 11, 9, 11, 12, 13, 
606, 20, 8, 12, 12, 9, 18, 1, 11, 9, 16, 13, 16, 
607, 13, 8, 14, 23, 13, 24, 3, 11, 9, 14, 13, 12, 
608, 12, 14, 13, 16, 7, 19, 2, 11, 9, 15, 12, 17, 
609, 13, 8, 14, 13, 14, 16, 2, 11, 9, 16, 11, 10, 
610, 22, 10, 9, 11, 11, 11, 18, 10, 12, 13, 12, 13, 
611, 13, 10, 16, 14, 12, 22, 3, 10, 12, 25, 12, 15, 
612, 19, 6, 13, 18, 12, 19, 3, 10, 12, 14, 13, 19, 
613, 9, 10, 16, 15, 11, 17, 3, 10, 12, 18, 10, 10, 
614, 18, 8, 10, 11, 12, 12, 2, 10, 12, 17, 11, 24, 
615, 16, 13, 14, 15, 14, 15, 11, 12, 6, 13, 13, 14, 
616, 15, 10, 8, 11, 13, 11, 5, 12, 6, 15, 11, 13, 
617, 9, 8, 15, 18, 12, 19, 2, 12, 6, 15, 12, 13, 
618, 13, 10, 12, 16, 9, 12, 3, 12, 6, 10, 11, 9, 
619, 17, 6, 7, 20, 11, 19, 2, 12, 6, 15, 12, 11, 
620, 21, 9, 10, 12, 12, 14, 12, 10, 10, 15, 10, 18, 
621, 17, 10, 9, 17, 11, 19, 3, 10, 10, 13, 13, 11, 
622, 8, 10, 13, 12, 10, 14, 2, 10, 10, 19, 11, 12, 
623, 14, 15, 11, 22, 12, 11, 2, 10, 10, 17, 13, 13, 
624, 12, 12, 13, 18, 13, 13, 1, 10, 10, 10, 11, 13, 
625, 14, 9, 10, 21, 11, 15, 19, 6, 10, 16, 9, 15, 
626, 15, 13, 15, 21, 11, 28, 2, 6, 10, 13, 12, 12, 
627, 10, 7, 7, 10, 13, 12, 1, 6, 10, 14, 11, 19, 
628, 19, 11, 11, 11, 11, 15, 3, 6, 10, 21, 10, 14, 
629, 15, 9, 10, 23, 12, 17, 3, 6, 10, 13, 14, 15, 
630, 12, 8, 10, 24, 12, 15, 16, 6, 8, 14, 9, 17, 
631, 17, 11, 14, 18, 10, 14, 3, 6, 8, 12, 12, 18, 
632, 17, 11, 10, 12, 13, 24, 3, 6, 8, 16, 12, 13, 
633, 16, 11, 9, 17, 12, 14, 4, 6, 8, 16, 10, 15, 
634, 16, 11, 9, 12, 8, 9, 1, 6, 8, 16, 12, 18, 
635, 17, 12, 14, 18, 14, 19, 14, 12, 7, 21, 13, 16, 
636, 13, 10, 10, 19, 15, 17, 2, 12, 7, 20, 10, 10, 
637, 12, 9, 10, 15, 12, 17, 2, 12, 7, 17, 11, 9, 
638, 10, 13, 13, 16, 12, 25, 1, 12, 7, 13, 11, 14, 
639, 10, 11, 9, 13, 14, 19, 2, 12, 7, 13, 11, 18, 
640, 10, 10, 11, 20, 12, 15, 16, 6, 10, 18, 12, 15, 
641, 22, 8, 15, 14, 10, 26, 4, 6, 10, 15, 9, 11, 
642, 13, 10, 10, 15, 12, 17, 2, 6, 10, 18, 12, 14, 
643, 11, 10, 11, 18, 12, 17, 2, 6, 10, 19, 11, 16, 
644, 18, 9, 13, 16, 12, 9, 1, 6, 10, 16, 11, 14, 
645, 20, 9, 6, 31, 12, 17, 13, 10, 9, 10, 11, 8, 
646, 12, 8, 11, 14, 10, 12, 3, 10, 9, 10, 11, 11, 
647, 18, 11, 11, 25, 14, 14, 1, 10, 9, 15, 12, 19, 
648, 18, 10, 11, 16, 14, 19, 3, 10, 9, 15, 7, 17, 
649, 16, 10, 14, 13, 8, 15, 2, 10, 9, 18, 12, 12, 
650, 12, 12, 15, 16, 12, 15, 11, 3, 11, 16, 13, 12, 
651, 12, 9, 16, 13, 11, 11, 3, 3, 11, 14, 8, 15, 
652, 21, 11, 8, 19, 14, 18, 4, 3, 11, 10, 12, 19, 
653, 12, 10, 10, 10, 13, 14, 1, 3, 11, 24, 11, 14, 
654, 14, 11, 11, 17, 11, 11, 2, 3, 11, 14, 11, 15, 
655, 16, 6, 7, 13, 8, 18, 13, 11, 13, 11, 12, 19, 
656, 10, 12, 15, 17, 10, 16, 2, 11, 13, 20, 12, 20, 
657, 15, 13, 12, 22, 13, 12, 4, 11, 13, 17, 10, 12, 
658, 19, 11, 11, 12, 12, 10, 2, 11, 13, 18, 10, 12, 
659, 13, 9, 12, 15, 11, 13, 3, 11, 13, 10, 11, 16, 
660, 15, 11, 10, 10, 7, 11, 16, 10, 8, 16, 11, 16, 
661, 11, 9, 11, 12, 12, 16, 3, 10, 8, 13, 9, 19, 
662, 10, 12, 14, 13, 9, 18, 3, 10, 8, 12, 12, 18, 
663, 11, 10, 9, 3, 8, 13, 3, 10, 8, 14, 12, 15, 
664, 14, 10, 11, 12, 10, 10, 2, 10, 8, 7, 9, 17, 
665, 6, 11, 13, 19, 12, 21, 10, 6, 9, 17, 14, 18, 
666, 13, 11, 14, 21, 11, 19, 5, 6, 9, 20, 10, 18, 
667, 15, 11, 9, 15, 12, 12, 4, 6, 9, 12, 13, 12, 
668, 16, 11, 14, 16, 12, 18, 3, 6, 9, 18, 12, 18, 
669, 16, 12, 10, 9, 13, 18, 1, 6, 9, 10, 14, 19, 
670, 14, 8, 13, 14, 10, 19, 16, 7, 14, 14, 12, 17, 
671, 14, 10, 12, 16, 12, 15, 2, 7, 14, 25, 9, 16, 
672, 19, 11, 16, 18, 11, 14, 4, 7, 14, 16, 10, 10, 
673, 10, 7, 18, 13, 9, 17, 2, 7, 14, 19, 11, 12, 
674, 12, 12, 15, 14, 13, 20, 3, 7, 14, 23, 12, 14, 
675, 13, 11, 19, 18, 11, 25, 18, 9, 12, 20, 12, 18, 
676, 14, 11, 12, 16, 12, 19, 4, 9, 12, 12, 12, 18, 
677, 16, 12, 13, 11, 10, 12, 1, 9, 12, 11, 11, 16, 
678, 12, 7, 7, 14, 11, 19, 2, 9, 12, 23, 12, 14, 
679, 16, 10, 14, 17, 12, 13, 3, 9, 12, 12, 11, 19, 
680, 10, 11, 5, 21, 12, 17, 14, 6, 13, 12, 12, 17, 
681, 15, 9, 15, 15, 11, 13, 2, 6, 13, 14, 14, 17, 
682, 14, 11, 11, 18, 10, 12, 2, 6, 13, 12, 12, 14, 
683, 15, 12, 9, 25, 12, 17, 2, 6, 13, 15, 11, 14, 
684, 20, 14, 11, 23, 13, 16, 2, 6, 13, 17, 10, 14, 
